n,days,seed_inst,coverage_ratio,seed_sa,z_greedy,feas_greedy,z_sa,feas_sa,t_sa,sa_iters,greedy_p_cob,greedy_p_erg,greedy_p_car,greedy_p_gua,greedy_p_cal,greedy_p_over,greedy_pref,sa_p_cob,sa_p_erg,sa_p_car,sa_p_gua,sa_p_cal,sa_p_over,sa_pref
8,14,3,1.1,20,1.5201326043237808,False,0.4517094017094017,True,1.6326479999988806,100000,0.0,4.0,106.0,5.0,2.0,40.0,0.0,0.0,4.0,28.0,0.0,1.0,0.0,0.0
8,14,3,1.1,21,1.5201326043237808,False,0.4517094017094017,True,1.6418887080071727,100000,0.0,4.0,106.0,5.0,2.0,40.0,0.0,0.0,4.0,28.0,0.0,1.0,0.0,0.0
8,14,3,1.1,22,1.5201326043237808,False,0.4517094017094017,True,1.6410549160063965,100000,0.0,4.0,106.0,5.0,2.0,40.0,0.0,0.0,4.0,28.0,0.0,1.0,0.0,0.0
8,14,3,1.1,23,1.5201326043237808,False,0.45397184514831573,True,1.6527956659992924,100000,0.0,4.0,106.0,5.0,2.0,40.0,0.0,0.0,4.0,10.0,2.0,1.0,0.0,0.0
8,14,3,1.1,24,1.5201326043237808,False,0.4517094017094017,True,1.6391513330017915,100000,0.0,4.0,106.0,5.0,2.0,40.0,0.0,0.0,4.0,28.0,0.0,1.0,0.0,0.0
8,14,3,1.1,25,1.5201326043237808,False,0.4517094017094017,True,1.6413892499986105,100000,0.0,4.0,106.0,5.0,2.0,40.0,0.0,0.0,4.0,28.0,0.0,1.0,0.0,0.0
8,14,3,1.1,26,1.5201326043237808,False,0.4517094017094017,True,1.6512458750075893,100000,0.0,4.0,106.0,5.0,2.0,40.0,0.0,0.0,4.0,28.0,0.0,1.0,0.0,0.0
8,14,3,1.1,27,1.5201326043237808,False,0.4913021618903972,True,1.6539890830026707,100000,0.0,4.0,106.0,5.0,2.0,40.0,0.0,0.0,4.0,25.0,1.0,1.0,0.0,0.0
8,14,3,1.1,28,1.5201326043237808,False,0.4913021618903972,True,1.635695749995648,100000,0.0,4.0,106.0,5.0,2.0,40.0,0.0,0.0,4.0,25.0,1.0,1.0,0.0,0.0
8,14,3,1.1,29,1.5201326043237808,False,0.4517094017094017,True,1.6423976670048432,100000,0.0,4.0,106.0,5.0,2.0,40.0,0.0,0.0,4.0,28.0,0.0,1.0,0.0,0.0
8,14,4,1.1,0,1.3998253480548895,False,0.4501865174527045,True,1.6442206250067102,100000,0.0,4.0,80.5,5.0,2.0,23.0,0.0,0.0,4.0,16.5,1.0,1.0,0.0,0.0
8,14,4,1.1,1,1.3998253480548895,False,0.4501865174527045,True,1.6486769589973846,100000,0.0,4.0,80.5,5.0,2.0,23.0,0.0,0.0,4.0,16.5,1.0,1.0,0.0,0.0
8,14,4,1.1,2,1.3998253480548895,False,0.4501865174527045,True,1.6534237500018207,100000,0.0,4.0,80.5,5.0,2.0,23.0,0.0,0.0,4.0,16.5,1.0,1.0,0.0,0.0
8,14,4,1.1,3,1.3998253480548895,False,0.4501865174527045,True,1.6489132909919135,100000,0.0,4.0,80.5,5.0,2.0,23.0,0.0,0.0,4.0,16.5,1.0,1.0,0.0,0.0
8,14,4,1.1,4,1.3998253480548895,False,0.4501865174527045,True,1.6505202919943258,100000,0.0,4.0,80.5,5.0,2.0,23.0,0.0,0.0,4.0,16.5,1.0,1.0,0.0,0.0
8,14,4,1.1,5,1.3998253480548895,False,0.4501865174527045,True,1.6505373749969294,100000,0.0,4.0,80.5,5.0,2.0,23.0,0.0,0.0,4.0,16.5,1.0,1.0,0.0,0.0
8,14,4,1.1,6,1.3998253480548895,False,0.4501865174527045,True,1.6489497919974383,100000,0.0,4.0,80.5,5.0,2.0,23.0,0.0,0.0,4.0,16.5,1.0,1.0,0.0,0.0
8,14,4,1.1,7,1.3998253480548895,False,0.4501865174527045,True,1.6453857500018785,100000,0.0,4.0,80.5,5.0,2.0,23.0,0.0,0.0,4.0,16.5,1.0,1.0,0.0,0.0
8,14,4,1.1,8,1.3998253480548895,False,0.4501865174527045,True,1.6549797920015408,100000,0.0,4.0,80.5,5.0,2.0,23.0,0.0,0.0,4.0,16.5,1.0,1.0,0.0,0.0
