n,days,seed,coverage_ratio,regime,coverage_mode,z_greedy,feas_greedy,t_greedy,z_sa,feas_sa,t_sa,sa_stop,sa_iters,z_exact,proven,gap_solver,dual_bound,match,n_vars,n_cons,t_exact,ref,dz_greedy,gap_greedy,dz_sa,gap_sa,exact_error,greedy_p_cob,greedy_p_erg,greedy_p_car,greedy_p_gua,greedy_p_cal,greedy_p_over,greedy_pref,sa_p_cob,sa_p_erg,sa_p_car,sa_p_gua,sa_p_cal,sa_p_over,sa_pref,exact_p_cob,exact_p_erg,exact_p_car,exact_p_gua,exact_p_cal,exact_p_over,exact_pref
30,14,0,1.3,bounded,hard,85.3946696798664,False,2.202481375017669,0.5784078874865728,True,12.054610374994809,max_iterations,273600,0.414854196268539,False,0.14805892484005237,0.3534313300036351,True,1860,3183,300.08239541598596,0.3534313300036351,85.04123834986277,240.61601541942562,0.2249765574829377,0.6365495596573847,,14.0,10.0,340.79999999999995,5.0,2.0,23.0,0.0,0.0,12.0,114.80000000000001,2.0,1.0,22.0,0.0,0.0,12.0,54.80000000000004,1.0,1.0,0.0,0.0
30,14,1,1.3,bounded,hard,79.2159207768947,False,1.6552592919906601,0.5644930011259919,True,9.626826167019317,max_iterations,272000,0.37223251081342923,False,0.12417424289031508,0.3260108206040109,True,1856,3154,300.2046258339833,0.3260108206040109,78.8899099562907,241.9855568294598,0.238482180521981,0.7315161505380015,,13.0,11.0,253.86666666666662,5.0,2.0,6.0,0.0,0.0,12.0,111.60000000000002,2.0,1.0,37.0,0.0,0.0,12.0,30.400000000000034,1.0,1.0,1.0,0.0
30,14,2,1.3,bounded,hard,43.40276735999054,False,1.6457143750158139,0.7923407517423474,True,8.793472541001393,max_iterations,272000,0.3820143686101132,False,0.10509781328570957,0.3418652964655405,True,1856,3184,300.16755845802254,0.3418652964655405,43.060902063525,125.95868170510684,0.45047545527680694,1.3176986957557835,,7.0,12.0,326.0666666666667,6.0,2.0,83.0,0.0,0.0,12.0,110.5333333333333,2.0,2.0,31.0,0.0,0.0,12.0,36.33333333333326,1.0,1.0,0.0,0.0
30,14,3,1.3,bounded,hard,43.37226447792668,False,1.7083586670050863,0.5599423603214703,True,9.378926458011847,max_iterations,272000,0.37504641400138383,False,0.09958936910987977,0.33769577824406344,True,1856,3144,300.17918649999774,0.33769577824406344,43.034568699682616,127.43590969200737,0.22224658207740683,0.6581266228231677,,7.0,12.0,311.99999999999994,6.0,2.0,78.0,0.0,0.0,12.0,107.40000000000003,2.0,1.0,37.0,0.0,0.0,12.0,32.200000000000045,1.0,1.0,0.0,0.0
30,14,4,1.3,bounded,hard,85.51388214229624,False,1.6866601670044474,0.49357281600801584,True,9.488066749996506,max_iterations,270400,0.3527409965234548,False,0.11618828594655035,0.3117566050974769,True,1852,3165,300.5662392920058,0.3117566050974769,85.20212553719877,273.29693788062207,0.18181621091053896,0.583199226376264,,14.0,9.0,411.20000000000005,6.0,2.0,67.0,0.0,0.0,12.0,67.59999999999997,2.0,1.0,27.0,0.0,0.0,12.0,16.999999999999943,1.0,1.0,4.0,0.0
40,14,0,1.3,bounded,hard,109.5203827118949,False,3.522179124993272,0.6493479897139282,True,14.327459749998525,max_iterations,361600,0.4137682981920163,False,0.22957662241814014,0.3187767590088319,True,2470,4218,302.2891175839759,0.3187767590088319,109.20160595288607,342.5645153442964,0.33057123070509625,1.0369991580720526,,18.0,14.0,500.60000000000014,6.0,2.0,59.0,0.0,0.0,16.0,205.79999999999995,2.0,1.0,52.0,0.0,0.0,15.0,73.0499999999999,1.0,1.0,0.0,0.0
40,14,1,1.3,bounded,hard,133.32534979002398,False,3.8447187500132713,0.566558655491167,True,15.66104649999761,max_iterations,360000,0.375896843834567,False,0.08078111864529741,0.34553147629437386,True,2466,4189,300.1378522920131,0.34553147629437386,132.9798183137296,384.8558740287906,0.22102717919679316,0.6396730670304841,,22.0,12.0,429.44999999999993,5.0,2.0,6.0,0.0,0.0,17.0,147.90000000000003,2.0,1.0,48.0,0.0,0.0,16.0,43.65000000000006,1.0,1.0,1.0,0.0
40,14,2,1.3,bounded,hard,67.28923366316224,False,3.264822416997049,0.5833884443929089,True,13.737132792011835,max_iterations,363200,0.378610595753453,False,0.08783963847540957,0.34535357789951027,True,2474,4247,300.09170650001033,0.34535357789951027,66.94388008526272,193.84157098480043,0.23803486649339867,0.6892497478704599,,11.0,15.0,345.69999999999993,6.0,2.0,64.0,0.0,0.0,16.0,162.10000000000005,2.0,1.0,51.0,0.0,0.0,16.0,45.700000000000074,1.0,1.0,0.0,0.0
40,14,3,1.3,bounded,hard,79.38099535241781,False,3.5476741660095286,0.592238897827415,True,14.306805083993822,max_iterations,363200,0.3650844390088605,False,0.13041602778860203,0.31747156122987646,True,2474,4207,300.15213929201127,0.31747156122987646,79.06352379118793,249.04127942955876,0.27476733659753855,0.8654864565918822,,13.0,14.0,434.49999999999983,6.0,2.0,84.0,0.0,0.0,16.0,172.10000000000008,2.0,1.0,67.0,0.0,0.0,16.0,34.20000000000016,1.0,1.0,3.0,0.0
40,14,4,1.3,bounded,hard,109.47300555255057,False,3.57679962500697,0.6142416941951662,True,15.363516667013755,max_iterations,356800,0.39398637818530824,False,0.06880613328439812,0.36687769580421603,True,2458,4181,300.1745952919882,0.36687769580421603,109.10612785674635,297.39100824207844,0.24736399839095013,0.6742410378715301,,18.0,9.0,491.3999999999999,6.0,2.0,53.0,0.0,0.0,15.0,185.30000000000004,2.0,1.0,53.0,0.0,0.0,15.0,58.80000000000007,1.0,1.0,0.0,0.0
20,21,0,1.3,certified,hard,67.32806172045011,False,1.2771606660098769,0.46589593467815116,True,8.86958341600257,max_iterations,273600,0.26685173718034527,True,1.708094338103284e-08,0.2668517326222659,True,1890,3191,15.624651749996701,0.26685173718034527,67.06120998326976,251.30512805299097,0.19904419749780589,0.7458980765910723,,11.0,9.0,322.4999999999999,8.0,3.0,42.0,0.0,0.0,13.0,57.0,1.0,2.0,9.0,0.0,0.0,12.0,28.499999999999886,1.0,1.0,1.0,0.0
20,21,1,1.3,bounded,hard,97.1618847369357,False,1.312687542027561,0.3519227492708078,True,8.791878707997967,max_iterations,268800,0.2769979438921808,False,0.22001396056679293,0.21605451029937162,True,1878,3131,300.0705940409971,0.21605451029937162,96.94583022663633,448.710050497466,0.13586823897143618,0.6288609239546681,,16.0,9.0,333.80000000000007,6.0,2.0,5.0,0.0,0.0,12.0,76.7999999999999,1.0,1.0,14.0,0.0,0.0,12.0,32.7999999999999,1.0,1.0,0.0,0.0
20,21,2,1.3,bounded,hard,61.51501734901885,False,1.3740676250017714,0.5159478635574255,True,8.702346207981464,max_iterations,273600,0.2836634812730433,False,0.24399943260545642,0.21444975279153197,True,1890,3191,300.07073395801126,0.21444975279153197,61.30056759622732,285.85049317272006,0.3014981107658935,1.4059149373745459,,10.0,10.0,404.39999999999986,8.0,3.0,79.0,0.0,0.0,13.0,84.60000000000014,1.0,2.0,4.0,0.0,0.0,12.0,36.80000000000018,1.0,1.0,0.0,0.0
20,21,3,1.3,bounded,hard,67.42623851116193,False,1.3958872090152,0.49589619613369795,True,9.415559707995271,max_iterations,268800,0.2966110915669032,False,0.17101535720466546,0.24588602605644239,True,1878,3116,300.11334658399574,0.24588602605644239,67.18035248510549,273.217447784871,0.25001017007725557,1.0167725839770434,,11.0,11.0,368.0,9.0,3.0,73.0,0.0,0.0,12.0,78.0,1.0,2.0,29.0,0.0,0.0,12.0,50.0,1.0,1.0,5.0,0.0
20,21,4,1.3,certified,hard,79.14065707998549,False,1.5071323339943774,0.47515179764961574,True,10.403858875011792,max_iterations,273600,0.27216665424476433,True,4.6340282574622e-08,0.2721666416324846,True,1890,3176,216.14241133298492,0.27216665424476433,78.86849042574072,289.7801372640341,0.2029851434048514,0.745811951019919,,13.0,8.0,305.0,8.0,2.0,13.0,0.0,0.0,12.0,63.0,1.0,2.0,21.0,0.0,0.0,12.0,32.5,1.0,1.0,1.0,0.0
30,21,0,1.3,certified,hard,121.38709415584415,False,4.524562584003434,0.5569654882154882,True,22.454772416007472,max_iterations,410400,0.253102453102453,True,4.411221873526139e-08,0.25310244193754217,True,2832,4746,138.240166625008,0.253102453102453,121.1339917027417,478.5966718928166,0.3038630351130352,1.2005534967692901,,20.0,16.0,563.5999999999999,7.0,3.0,67.0,0.0,0.0,18.0,135.60000000000002,2.0,2.0,29.0,0.0,0.0,18.0,28.799999999999898,1.0,1.0,0.0,0.0
30,21,1,1.3,bounded,hard,97.09442253701286,False,4.525914083002135,0.6040832603432965,True,23.78442291598185,max_iterations,408000,0.26583224862028526,False,0.13517488702975958,0.22989838211016767,True,2826,4701,300.17931712500285,0.22989838211016767,96.8645241549027,421.33625850609536,0.37418487823312885,1.6276098804985015,,16.0,17.0,413.4000000000002,7.0,2.0,29.0,0.0,0.0,18.0,171.9999999999999,2.0,2.0,33.0,0.0,0.0,18.0,39.199999999999704,1.0,1.0,0.0,0.0
30,21,2,1.3,bounded,hard,79.19280805276132,False,3.1566162499948405,0.5434275992612745,True,15.49265650002053,max_iterations,408000,0.2586245631604548,False,0.0457305522789648,0.24679751040756182,True,2826,4746,300.7950543749903,0.24679751040756182,78.94601054235376,319.8817136039265,0.29663008885371267,1.2019168603599657,,13.0,14.0,482.79999999999984,8.0,2.0,57.0,0.0,0.0,18.0,121.26666666666688,2.0,2.0,9.0,0.0,0.0,18.0,32.86666666666696,1.0,1.0,0.0,0.0
30,21,3,1.3,bounded,hard,79.37518035443314,False,4.168480958993314,0.5849249656434216,True,22.65414574998431,max_iterations,408000,0.276740016934771,False,0.11957318689139863,0.24364933415406126,True,2826,4686,300.1276227920025,0.24364933415406126,79.13153102027908,324.776307290229,0.3412756314893603,1.40068362047552,,13.0,17.0,490.39999999999986,9.0,3.0,91.0,0.0,0.0,18.0,162.80000000000007,2.0,2.0,45.0,0.0,0.0,18.0,52.79999999999984,1.0,1.0,3.0,0.0
30,21,4,1.3,certified,hard,175.5187093276054,False,4.389334790990688,0.5605774030842531,True,23.0976671250246,max_iterations,405600,0.25914032520486774,True,2.5422825427094264e-08,0.25914031861678816,True,2820,4716,259.3980546669918,0.25914032520486774,175.25956900240053,676.3114496512502,0.30143707787938534,1.1632194936896803,,29.0,12.0,689.0000000000002,7.0,3.0,51.0,0.0,0.0,20.0,166.79999999999995,1.0,2.0,71.0,0.0,0.0,18.0,35.20000000000016,1.0,1.0,0.0,0.0
40,21,0,1.3,bounded,hard,145.38897043539245,False,7.126120542001445,0.654350949527743,True,24.906146624998655,max_iterations,542400,0.24301160186505763,False,0.0813350953455602,0.22324623005728578,True,3762,6286,300.3046096250182,0.22324623005728578,145.16572420533515,650.2493868231733,0.4311047194704572,1.9310727861332047,,24.0,17.0,706.1500000000002,8.0,3.0,79.0,0.0,0.0,23.0,245.94999999999993,3.0,2.0,79.0,0.0,0.0,23.0,25.550000000000296,1.0,1.0,0.0,0.0
40,21,1,1.3,bounded,hard,163.21821261489814,False,7.492873874987708,0.6008573159169714,True,26.4034165830235,max_iterations,540000,0.24070742893483948,False,0.02289103741805887,0.23519738617228717,True,3756,6241,300.49092400001246,0.23519738617228717,162.98301522872586,692.9626977628794,0.3656599297446843,1.5546938496877278,,27.0,22.0,710.6000000000001,7.0,2.0,73.0,0.0,0.0,25.0,227.94999999999987,2.0,2.0,55.0,0.0,0.0,24.0,20.999999999999773,1.0,1.0,0.0,0.0
40,21,2,1.3,bounded,hard,109.10122587919142,False,7.242595499992603,0.676570792620565,True,27.07351162499981,max_iterations,544800,0.2592509707950179,False,0.09300412314669954,0.2351395615812965,True,3768,6331,300.11208604098647,0.2351395615812965,108.86608631761013,462.9849846852379,0.44143123103926846,1.8773158717770648,,18.0,18.0,581.5999999999999,7.0,2.0,47.0,0.0,0.0,23.0,271.20000000000005,3.0,2.0,62.0,0.0,0.0,23.0,45.70000000000016,1.0,1.0,0.0,0.0
40,21,3,1.3,bounded,hard,121.36374184600812,False,7.504020166990813,0.6529663786438709,True,26.962658417003695,max_iterations,544800,0.28145029519503206,False,0.19497103066144802,0.22657564106088773,True,3768,6271,300.11249412500183,0.22657564106088773,121.13716620494723,534.643378422105,0.4263907375829831,1.8818913435994606,,20.0,21.0,642.4999999999998,9.0,3.0,97.0,0.0,0.0,24.0,248.7500000000001,3.0,2.0,93.0,0.0,0.0,24.0,76.8499999999998,1.0,1.0,5.0,0.0
40,21,4,1.3,bounded,hard,217.4810062644728,False,7.519087832974037,0.6008129126372123,True,26.633370416006073,max_iterations,535200,0.2714312000094581,False,0.13057354491674045,0.2359894536852356,True,3744,6226,300.1077483330155,0.2359894536852356,217.24501681078755,920.5708705125038,0.36482345895197665,1.5459311984279633,,36.0,15.0,823.5999999999997,7.0,3.0,40.0,0.0,0.0,24.0,224.0000000000001,2.0,2.0,41.0,0.0,0.0,23.0,60.40000000000032,1.0,1.0,0.0,0.0
20,28,0,1.3,bounded,hard,109.15384025611304,False,2.0093048750131857,0.4523493861138626,True,13.287731290998636,max_iterations,364800,0.3360059118577845,False,0.06538574135901301,0.314035916209952,True,2538,4242,300.5713853750203,0.314035916209952,108.8398043399031,346.5839374472603,0.13831346990391058,0.44043837906565964,,18.0,12.0,372.80000000000007,10.0,3.0,0.0,0.0,0.0,16.0,112.59999999999991,2.0,2.0,7.0,0.0,0.0,16.0,40.799999999999955,1.0,2.0,0.0,0.0
20,28,1,1.3,bounded,hard,115.17480328939452,False,1.793953334010439,0.4399748102283943,True,13.182269834011095,max_iterations,358400,0.3265153804038329,False,0.050630581608311465,0.30998371678992775,True,2522,4160,300.7226627919881,0.30998371678992775,114.86481957260459,370.55113978921383,0.12999109343846654,0.41934813474915505,,19.0,12.0,417.0,9.0,3.0,0.0,0.0,0.0,16.0,100.5,2.0,2.0,18.0,0.0,0.0,16.0,7.5,2.0,2.0,0.0,0.0
20,28,2,1.3,bounded,hard,103.60627282514383,False,1.725438249995932,0.3944230860945137,True,13.678265916998498,max_iterations,364800,0.33409117041404035,False,0.09396634689158839,0.30269784360149776,True,2538,4242,300.29376112500904,0.30269784360149776,103.30357498154234,341.2762170765302,0.09172524249301595,0.3030257546656738,,17.0,13.0,586.0,12.0,4.0,99.0,0.0,0.0,16.0,88.0,1.0,2.0,9.0,0.0,0.0,16.0,39.0,1.0,2.0,0.0,0.0
20,28,3,1.3,bounded,hard,103.22925841940747,False,2.0293848750006873,0.4589497649486687,True,13.69704391702544,max_iterations,358400,0.3127596400627604,False,0.08911248821947516,0.28488884070412773,True,2522,4140,300.8469997080101,0.28488884070412773,102.94436957870334,361.3492523058022,0.17406092424454095,0.6109783865676666,,17.0,13.0,464.0,10.0,3.0,53.0,0.0,0.0,17.0,120.0,2.0,2.0,35.0,0.0,0.0,16.0,23.0,1.0,2.0,0.0,0.0
20,28,4,1.3,bounded,hard,79.22970886522319,False,1.7536901670100633,0.462656985973651,True,14.268622000003234,max_iterations,364800,0.33234307831599336,False,0.10181670932595284,0.2985049997146015,True,2538,4222,300.58538241600036,0.2985049997146015,78.93120386550859,264.4217146814095,0.16415198625904953,0.5499136912815332,,13.0,14.0,436.4000000000001,10.0,3.0,52.0,0.0,0.0,16.0,118.29999999999984,2.0,2.0,23.0,0.0,0.0,16.0,12.499999999999886,2.0,2.0,0.0,0.0
30,28,0,1.3,bounded,hard,187.20697862253,False,5.4698073329927865,0.48880167069067215,True,26.859999665990472,max_iterations,547200,0.3271007036852005,False,0.11613818926204045,0.289111820252862,True,3804,6309,300.23882691698964,0.289111820252862,186.91786680227713,646.5244715307582,0.19968985043781018,0.6907010936569737,,31.0,20.0,624.1999999999999,10.0,3.0,0.0,0.0,0.0,24.0,211.06666666666672,2.0,2.0,45.0,0.0,0.0,24.0,50.73333333333335,1.0,2.0,0.0,0.0
30,28,1,1.3,bounded,hard,102.9732468818013,False,5.67230458301492,0.46237419657330564,True,26.313459917000728,max_iterations,544000,0.33652254178201113,False,0.13731155241334236,0.29031410914783917,True,3796,6248,300.142032542004,0.29031410914783917,102.68293277265346,353.6959780358568,0.17206008742546647,0.5926687060801679,,17.0,22.0,381.9333333333333,9.0,3.0,0.0,0.0,0.0,24.0,176.53333333333342,2.0,2.0,27.0,0.0,0.0,24.0,61.33333333333337,1.0,2.0,0.0,0.0
30,28,2,1.3,bounded,hard,121.25174488014812,False,5.790344416018343,0.49109112381913567,True,26.418950916995527,max_iterations,544000,0.32348644126981735,False,0.08638455108009532,0.2955422102602262,True,3796,6308,300.17298725,0.2955422102602262,120.9562026698879,409.26878960330384,0.19554891355890947,0.661661538589455,,20.0,21.0,656.3333333333333,11.0,3.0,97.0,0.0,0.0,24.0,210.33333333333343,2.0,2.0,74.0,0.0,0.0,24.0,46.666666666666686,1.0,2.0,0.0,0.0
30,28,3,1.3,bounded,hard,109.20517233606455,False,5.880392084014602,0.4661966082503614,True,26.518361875001574,max_iterations,544000,0.3181837230921786,False,0.08046215488899114,0.2925819750815797,True,3796,6228,300.41638341598446,0.2925819750815797,108.91259036098297,372.24641172996127,0.17361463316878173,0.5933880004753311,,18.0,23.0,623.3999999999999,11.0,3.0,104.0,0.0,0.0,26.0,182.80000000000007,2.0,2.0,72.0,0.0,0.0,24.0,41.60000000000008,1.0,2.0,0.0,0.0
30,28,4,1.3,bounded,hard,163.3433046291376,False,5.492058333009481,0.48431642474426995,True,25.681330082996283,max_iterations,540800,0.325125895303095,False,0.1316679433330124,0.2823172039185575,True,3788,6267,300.2204740419984,0.2823172039185575,163.06098742521905,577.5807678807228,0.20199922082571242,0.7155044681017203,,27.0,17.0,774.4666666666667,11.0,3.0,85.0,0.0,0.0,25.0,204.13333333333333,2.0,2.0,62.0,0.0,0.0,24.0,49.26666666666665,1.0,2.0,0.0,0.0
40,28,0,1.3,bounded,hard,223.21010426926225,False,14.740801500011003,0.5479066350170811,True,42.190239000017755,max_iterations,723200,0.33664410507850795,False,0.11716725525239922,0.2972004392895588,True,5054,8354,300.16168195800856,0.2972004392895588,222.9129038299727,750.0423093681612,0.25070619572752234,0.843559304040134,,37.0,23.0,836.4499999999998,10.0,3.0,18.0,0.0,0.0,32.0,360.60000000000014,2.0,2.0,133.0,0.0,0.0,31.0,83.40000000000009,1.0,2.0,0.0,0.0
40,28,1,1.3,bounded,hard,193.14555749876322,False,14.235322874999838,0.5641759713065517,True,40.97903104199213,max_iterations,720000,0.3226954885333526,False,0.03539256582764015,0.3112744672131533,True,5046,8293,300.32445587500115,0.3112744672131533,192.83428303155006,619.49919875536,0.2529015040933984,0.812471084948376,,32.0,30.0,741.8,10.0,3.0,10.0,0.0,0.0,32.0,357.00000000000006,3.0,2.0,73.0,0.0,0.0,32.0,60.0,1.0,2.0,0.0,0.0
40,28,2,1.3,bounded,hard,151.18566989290602,False,13.677581208001357,0.5225470221084562,True,42.12215395801468,max_iterations,726400,0.32383318697654184,False,0.09483254382622582,0.2931232620802025,True,5062,8415,300.149142499984,0.2931232620802025,150.89254663082582,514.7750661615507,0.22942376002825365,0.7826869774855337,,25.0,29.0,759.1500000000002,11.0,3.0,96.0,0.0,0.0,32.0,284.94999999999993,3.0,2.0,72.0,0.0,0.0,31.0,62.64999999999998,1.0,2.0,0.0,0.0
40,28,3,1.3,bounded,hard,169.24202751031908,False,13.66940754101961,0.5453518832268466,True,39.988629250001395,max_iterations,726400,0.3211068959678362,False,0.10089187069631061,0.288709805377589,True,5062,8335,300.1659058750083,0.288709805377589,168.9533177049415,585.201176260626,0.2566420778492576,0.8889274734316984,,28.0,28.0,877.0000000000001,11.0,3.0,120.0,0.0,0.0,33.0,370.2999999999999,2.0,2.0,149.0,0.0,0.0,32.0,59.39999999999998,1.0,2.0,0.0,0.0
40,28,4,1.3,bounded,hard,199.59667948419926,False,14.201277208980173,0.5699723733665494,True,41.696183749998454,max_iterations,713600,0.3372072590222961,False,0.1070210530605474,0.3011189796067636,True,5030,8271,300.18774312498863,0.3011189796067636,199.2955605045925,661.8498799539503,0.2688533937597858,0.8928477179050155,,33.0,23.0,1138.6000000000001,12.0,4.0,176.0,0.0,0.0,32.0,340.5999999999999,3.0,2.0,118.0,0.0,0.0,31.0,81.89999999999998,1.0,2.0,0.0,0.0
20,14,0,1.5,bounded,soft,127.26822866903277,False,0.8245472499984317,6.740041670591582,True,5.210179542016704,max_iterations,182400,6.499228431402428,False,0.012220925068361853,6.419801847740092,True,1266,2140,300.09194741700776,6.419801847740092,120.84842682129268,18.82432350522375,0.32023982285149,0.04988313197925592,,21.0,5.0,405.1,5.0,1.0,24.0,0.0,1.0,8.0,162.2,2.0,1.0,208.0,0.0,1.0,8.0,66.70000000000002,1.0,1.0,132.0,0.0
20,14,1,1.5,bounded,hard,139.47947334255178,False,0.7372122920060065,0.6006839974825656,True,5.678199665999273,max_iterations,179200,0.49448731443407884,False,0.11329002156631657,0.4384667764910267,True,1234,2102,300.0568886669935,0.4384667764910267,139.04100656606076,317.1072793217806,0.1622172209915389,0.36996468076722955,,23.0,5.0,411.9999999999999,5.0,2.0,6.0,0.0,0.0,8.0,77.90000000000003,2.0,1.0,201.0,0.0,0.0,8.0,42.10000000000008,1.0,1.0,208.0,0.0
20,14,2,1.5,certified,hard,145.6092264976659,False,0.7389379999949597,0.530751729913679,True,4.756502165982965,max_iterations,182400,0.4843442204305117,True,2.8168077731098276e-08,0.4843442103019191,True,1242,2140,14.351078540988965,0.4843442204305117,145.1248822772354,299.63170025697934,0.04640750948316735,0.09581514040142322,,24.0,3.0,464.7000000000001,6.0,2.0,20.0,0.0,0.0,8.0,64.89999999999992,1.0,1.0,217.0,0.0,0.0,8.0,38.49999999999994,1.0,1.0,200.0,0.0
20,14,3,1.5,bounded,soft,121.50885696486387,False,0.6917718339827843,12.772265381802072,True,4.642987917002756,max_iterations,179200,12.485893389823461,False,0.0045222884474000235,12.42942853266529,True,1258,2092,300.11129754199646,12.42942853266529,109.07942843219858,8.77590052877582,0.34283684913678236,0.027582671901269347,,20.0,6.0,395.20000000000005,6.0,2.0,44.0,0.0,2.0,8.0,76.39999999999998,1.0,2.0,197.0,0.0,2.0,8.0,31.599999999999966,1.0,1.0,204.0,0.0
20,14,4,1.5,bounded,hard,145.60142298849934,False,0.8113981249916833,0.6193347269311479,True,6.87634908297332,max_iterations,182400,0.48246825739425264,False,0.1274773968397766,0.4209644061685244,True,1242,2130,300.0713893749926,0.4209644061685244,145.1804585823308,344.8758528154773,0.1983703207626235,0.47122825078757385,,24.0,4.0,457.2999999999999,6.0,2.0,23.0,0.0,0.0,8.0,97.60000000000002,2.0,1.0,187.0,0.0,0.0,8.0,35.80000000000007,1.0,1.0,204.0,0.0
30,14,0,1.5,bounded,soft,199.48084855117506,False,1.768211082991911,12.747119033686282,True,9.247142084001098,max_iterations,273600,6.497111341480492,False,0.013476964584090995,6.409549961666778,True,1884,3183,300.1508625409915,6.409549961666778,193.07129858950827,30.122442253231277,6.3375690720195035,0.9887697435736101,,33.0,8.0,620.3333333333333,5.0,2.0,24.0,0.0,2.0,13.0,254.00000000000003,2.0,1.0,322.0,0.0,1.0,13.0,63.000000000000085,1.0,1.0,306.0,0.0
30,14,1,1.5,bounded,soft,211.24780831082987,False,1.7726887080061715,6.624496004338059,True,10.066627624997636,max_iterations,272000,6.482824273100394,False,0.009313346257893599,6.422447475839289,True,1880,3154,300.2346006250009,6.422447475839289,204.8253608349906,31.892103688745838,0.20204852849877053,0.03145974011603212,,35.0,7.0,630.0,5.0,1.0,0.0,0.0,1.0,12.0,144.8,2.0,1.0,292.0,0.0,1.0,12.0,49.33333333333337,1.0,1.0,310.0,0.0
30,14,2,1.5,bounded,hard,181.5071784856288,False,1.6638388329884037,0.6394498871505304,True,9.237609207979403,max_iterations,272000,0.49222056334577646,False,0.06884716119146733,0.4583325329654385,True,1856,3184,300.0980032910011,0.4583325329654385,181.04884595266336,395.0163536968817,0.1811173541850919,0.3951658264650164,,30.0,8.0,583.7333333333332,6.0,2.0,40.0,0.0,0.0,12.0,163.4666666666667,2.0,1.0,283.0,0.0,0.0,12.0,68.20000000000005,1.0,1.0,291.0,0.0
30,14,3,1.5,bounded,soft,181.4865245741068,False,1.8119414579996374,6.720585828613768,True,8.599849916994572,max_iterations,272000,6.4758630374418615,False,0.007064709511644845,6.430112946245137,True,1880,3144,300.23258620899287,6.430112946245137,175.05641162786165,27.22446916427585,0.2904728823686309,0.04517383828199355,,30.0,10.0,572.7999999999998,6.0,2.0,54.0,0.0,1.0,12.0,175.53333333333336,3.0,1.0,323.0,0.0,1.0,12.0,40.93333333333348,1.0,1.0,314.0,0.0
30,14,4,1.5,bounded,soft,241.34009429263477,False,1.8218990830064286,6.9397842694601275,True,9.266225458006375,max_iterations,270400,6.463277584011977,False,0.00317797338437764,6.4427374598741425,True,1876,3165,300.87156295898603,6.4427374598741425,234.89735683276064,36.45924706628497,0.497046809585985,0.0771483880387227,,40.0,4.0,743.0000000000001,5.0,1.0,0.0,0.0,1.0,13.0,167.66666666666663,3.0,2.0,329.0,0.0,1.0,12.0,31.333333333333258,1.0,1.0,310.0,0.0
40,14,0,1.5,bounded,soft,271.5951516195329,False,3.30279004201293,18.896276847611784,True,13.593786457990063,max_iterations,361600,18.486705796239807,False,0.004005596175095746,18.412655502269814,True,2494,4218,300.16741650001495,18.412655502269814,253.18249611726307,13.750460713613638,0.48362134534196954,0.02626570324320418,,45.0,10.0,900.5999999999999,6.0,2.0,84.0,0.0,3.0,16.0,264.15,2.0,2.0,361.0,0.0,3.0,16.0,70.65000000000006,1.0,1.0,404.0,0.0
40,14,1,1.5,bounded,soft,271.5855501194387,False,3.8292101669940166,6.903340369173293,True,14.290257624990772,max_iterations,360000,6.465246602394671,False,0.00213630787560443,6.45143484516025,True,2490,4189,300.253242457984,6.45143484516025,265.1341152742785,41.09692210147287,0.45190552401304274,0.07004728945717464,,45.0,11.0,909.2499999999998,6.0,2.0,100.0,0.0,1.0,18.0,225.55000000000013,2.0,2.0,520.0,0.0,1.0,18.0,38.70000000000016,1.0,1.0,416.0,0.0
40,14,2,1.5,certified,hard,271.526816986679,False,3.5979213750106283,0.9509856519827208,True,14.443227375013521,max_iterations,363200,0.4761694131273982,True,5.2726830486135824e-05,0.47614430622346976,True,2474,4247,172.9781925829884,0.4761694131273982,271.0506475735516,569.2315384000369,0.4748162388553226,0.9971582083292831,,45.0,10.0,841.3500000000001,6.0,2.0,20.0,0.0,0.0,18.0,234.09999999999997,3.0,2.0,458.0,0.0,0.0,18.0,63.49999999999994,1.0,1.0,400.0,0.0
40,14,3,1.5,bounded,soft,229.52488075992304,False,3.5740356250025798,18.964379779489523,True,14.522424916998716,max_iterations,363200,12.487394365768637,False,0.005332507454415765,12.420805221950877,True,2498,4207,300.2046310839942,12.420805221950877,217.10407553797216,17.47906610388603,6.543574557538646,0.5268236994791935,,38.0,13.0,794.7999999999998,6.0,2.0,124.0,0.0,3.0,16.0,261.1000000000001,3.0,2.0,395.0,0.0,2.0,16.0,71.60000000000014,1.0,1.0,408.0,0.0
40,14,4,1.5,certified,hard,295.6255751825676,False,3.5256693339906633,0.878932589525725,True,13.647369290993083,max_iterations,356800,0.4719448063385363,True,8.1347226738409e-09,0.47194480249939635,True,2458,4181,82.24818674998824,0.4719448063385363,295.1536303762291,625.3986195252437,0.40698778318718865,0.8623630935674444,,49.0,7.0,969.9499999999999,6.0,2.0,64.0,0.0,0.0,17.0,215.20000000000005,2.0,2.0,460.0,0.0,0.0,17.0,57.15000000000006,1.0,1.0,407.0,0.0
